Quality	#1 ID	#2 ID	#1 String	#2 String
0	554867	554875	Two kids from Michigan are in today's third round.	Both will compete in today's third round, which is all oral examination.
1	1134101	1133958	He will leave Hollesley Bay open prison at Woodbridge, Suffolk, on Monday, July 21.	Lord Archer is likely to be released from Hollesley Bay open prison at Woodbridge, Suffolk, on July 21.
0	2472857	2472830	The helicopter burst into flames upon impact, according to the Mohave County Sheriff's Office.	The helicopter was owned by Las Vegas-based Sundance Helicopters Inc., according to the sheriff's office.
0	2546948	2547079	Pennsylvania, which has the most aggressive treatment program, is treating 548 of 8,030 inmates.	Texas, which has more than three times Michigan's inmate population, is treating 328 of its 16,298 infected inmates.
0	1398658	1398617	"In so many different ways, the artistry of black musicians has conveyed the experience of black Americans throughout our history," Bush said.	Surrounded by singers from Harlem, Bush said: ''The artistry of black musicians has conveyed the experience of black Americans throughout our history.
1	3353902	3353811	Retail industry experts predict the next five days will likely make or break Christmas 2003 for many retailers.	As the holiday shopping season peaks, industry experts predict the coming week could make or break Christmas 2003 for many retailers.
1	2332632	2333026	Police then called a bomb squad, but the device exploded, killing Wells, before bomb technicians arrived.	While waiting for a bomb squad to arrive, the bomb exploded, killing Wells.
1	3254081	3254131	The Standard & Poor's 500 stock index pulled back by nearly 4 points to 1,066.62.	The broad Standard & Poor's 500 Index <.SPX> fell 0.70 points, or 0.07 percent, to 1,069.42.
1	1268485	1268448	The euro has slipped nearly four percent since matching a record peak of around $1.1935 only last week and hitting an all-time high of 140.90 yen in late May.	The euro has slipped as much as four cents since matching a record peak near $1.1935 last week and hitting a record high of 140.90 yen in late May.
1	2173289	2173179	The FBI informed Easynews that an individual had used the Easynews UseNet server   to upload the SoBig.F virus on Monday, August 18th, the company said in a statement.	"The FBI informed Easynews.com that an individual had used the Easynews.com UseNet server to upload the SoBig.F virus on Monday, August 18th.
0	496011	496262	"It's very difficult to do large syndicated loans in Japan," where there is a lack of expertise, says one banker.	"It is very difficult to do large syndicated loans in Japan," says one banker.
1	2724265	2724346	But Peterson added, "I don't know anybody in the conference committee who's fighting to keep it out completely."	But Peterson added, I dont know anybody in the conference committee whos fighting to keep it out completely.
1	781404	781423	Named in the complaint were former chief executive officers Paul A. Allaire and G. Richard Thoman and former CFO Barry D. Romeril.	The executives fined included former Chief Executives Paul A. Allaire and G. Richard Thoman as well as former Chief Financial Officer Barry Romeril.
1	2906103	2906321	Both were charged with four counts of aggravated assault and 14 counts of endangering the welfare of children.	The Jacksons each were charged with four counts of aggravated assault and 14 counts of child endangerment.
0	509471	509095	"The layoff is an excuse," countered Anaheim coach Mike Babcock.	"I didn't think our team engaged at all," lamented Anaheim coach Mike Babcock.
1	2550244	2550413	The Senate Banking Committee is scheduled to hold a hearing on Tuesday where Donaldson is scheduled to testify on hedge and mutual funds.	The Senate Banking Committee is scheduled to hold a hearing on Tuesday, when Donaldson will be questioned about hedge and mutual funds.
0	2562645	2562631	In other markets, U.S. Treasuries started off on Monday weaker, as stocks rose early.	In other markets, U.S. Treasuries inched higher as declining stocks raised the appeal of safe-haven debt.
0	1729744	1729706	Analysts had been expecting a net loss of 54 cents a share, according to Thomson First Call.	Analysts had forecast second quarter sales of $614 million, according to the Thomson First Call Web site.
0	395559	395451	At 11:30 a.m., Edmund Hillary of New Zealand and Tenzing Norgay Sherpa of Nepal reached the summit.	Sherpa Tenzing Norgay, who reached the summit with Sir Edmund, died in 1986.
0	1989164	1989348	Both are being held in the Armstrong County Jail.	Tatar was being held without bail in Armstrong County Prison today.
1	612172	612073	The Food and Drug Administration rejected ImClone's 2001 application to sell Erbitux, citing shoddy research.	The U.S. Food and Drug Administration rejected ImClone's original application in December 2001, saying the trial had been sloppily conducted.
1	3287079	3287709	He claimed Red Hat and the Free Software Foundation with trying to undermine U.S. copyright and patent law.	In his letter, McBride charges the Free Software Foundation and Red Hat with trying to undermine U.S. copyright laws.
1	3351573	3351167	Beaumont said he doesn't expect a rapturous welcome for Jackson if he goes ahead with his visit to England.	Mark Beaumont, a staff writer at music magazine NME, said he doesn't expect a rapturous welcome for Jackson if he goes ahead with his visit to England.
1	2818485	2818521	According to a news release sent by the Terry Schindler-Schiavo Foundation, Florida Speaker Johnnie Byrd will introduce "Terri's Bill" during the special session Monday.	Florida's Speaker of the House Johnnie Byrd, is expected to introduce ''Terri's Bill'' during a one-day special session of the state legislature being held today in Tallahassee.
1	422580	422428	Its shares jumped to $54.50 in pre-open trading from $50.90 at Wednesday's close.	Shares jumped almost 7 percent in pre-open trading, rising to $18.26 from $17.05 at Tuesday's close.
0	1639902	1640247	GE stock were up 37 cents to $28.56 in morning New York Stock Exchange trade.	Investors reacted little, with GE shares edging 7 cents lower to end at $28.12 on the New York Stock Exchange.
0	1479563	1479819	The technology-laced Nasdaq Composite Index .IXIC rose 17.26 points, or 1.06 percent, to 1,640.06, based on the latest data.	The broader Standard & Poor's 500 Index <.SPX> gained 5.51 points, or 0.56 percent, to 981.73.
1	3313504	3313769	Authorities said the scientist properly quarantined himself at home after he developed SARS symptoms Dec. 10.	The scientist also quarantined himself at home as soon as he developed SARS symptoms, officials said.
1	2321397	2321451	Five-time Tour de France winner and cancer survivor Lance Armstrong had a few words of advice for other cancer survivors in Denver on Friday.	Five-time Tour de France winner Lance Armstrong is in Denver today for a meeting about surviving cancer.
1	172945	172742	The ruling ``is so wrong that we are extremely confident that it will not withstand our appeal to the Sixth Circuit,'' Taubman Centers said in a statement.	The statement concluded, "This ruling is so wrong that we are extremely confident that it will not withstand our appeal" to the 6th U.S. Circuit Court.
1	2472825	2472863	Authorities did not immediately release the identities of the victims pending family notification.	Neither authorities nor Granquist would release identities of the victims pending family notification.
0	969586	969512	The technology-laced Nasdaq Composite Index .IXIC fell 23.54 points, or 1.42 percent, to 1,630.08.	The broader Standard & Poor's 500 Index .SPX gave up 11.91 points, or 1.19 percent, at 986.60.
1	1953291	1953412	The cuts are expected to save Texas consumers more than $510 million, and most policyholders will see reductions, Black said.	The reductions are expected to save Texas consumers $510 million, and most policyholders will see reductions, said Robert Black, an Insurance Department spokesman.
1	2679022	2679221	In New Hampshire yesterday, Mr Bush reiterated Saddam's regime "possessed and used weapons of mass destruction, sponsored terrorist groups and inflicted terror on its own people".	"The regime of Saddam Hussein possessed and used weapons of mass destruction, sponsored terrorist groups and inflicted terror on its own people."
0	510887	510855	The final round of the bee will be broadcast on ESPN at 1 p.m. Thursday.	At least 80 will make it to Thursday's final rounds of competition, which will be broadcast on ESPN.
1	2484349	2484160	At Tuesday's arraignment hearing, Marsh pleaded not guilty to 122 counts of burial service fraud and 47 counts of making false statements.	At the hearing he pleaded not guilty to the burial service fraud and false statements charges.
1	1501925	1502094	To put it very simply, Antetonitrus is Brontosaurus's older brother, hence the name.	Antetonitrus was brontosaurus' older brother, hence the name.
1	813244	813532	But church members and observers say they expect that the decision could be problematic for many Episcopalians.	But church members and observers say they anticipate that the decision here could pose doctrinal problems for some Episcopalians who believe the Bible prohibits homosexuality.
1	2749311	2749444	Bush already is halfway to his goal of raising $150 million to $170 million for next year's primaries.	He is roughly halfway to his goal of raising between $150 million and $170 million in the primaries.
1	3102010	3102052	"Turning the corner does not mean we've crossed the finish line," Gregory told reporters.	"But turning the corner doesn't mean crossing the finish line," Gregory said at the bishops' annual meeting here.
1	1864807	1864926	The latest raid came as US lawmakers debate a report that accuses Saudi Arabia of not doing enough to counter terrorism.	The latest in the kingdom's almost weekly raids on alleged terror cells comes after a US Congress report accused Saudi Arabia of not doing enough to counter terrorism.
0	2607409	2607529	Doctors who knowingly violate the ban could face up to two years in prison.	Under the measure, doctors who perform the procedure would be subject to two years in prison and unspecified fines.
1	2795949	2795974	The delegation leaves Chicago today, then will take another week to ready the remains for reburial.	They leave Chicago on Saturday, then will take another week to ready the remains for reburial.
1	636412	636322	As planned, the services will be rolled into Yukon when it ships (see story).	The reporting services will also be rolled into Yukon as planned, sources said.
1	1163497	1163395	Toronto Police Chief Chief Julian Fantino confirmed Friday morning that a man had been arrested in the slaying of Toronto girl Holly Jones.	Toronto Police Chief Julian Fantino said Friday morning that an arrest has been made in the slaying of local girl Holly Jones.
1	276404	276122	They later fell out and have backed a series of rival Congolese militias in recent years.	The two invading countries later fell out, and have since backed rival factions.
1	666238	666192	Marshall pressed the practical case that a quite similar civil-rights bill based on the 14th Amendment was struck down by the Supreme Court in 1883.	Mr. Marshall pressed the practical case that quite similar rights legislation based on the 14th Amendment had been struck down by the Supreme Court in 1883.
1	960861	960916	But she said it will be difficult for investigators to directly tie any decline in shuttle funding to the February disaster.	She cautioned that it will be difficult for investigators to tie any decline in shuttle funding directly to the February tragedy.
0	2089677	2089938	The Toronto Stock Exchange opened on time and slightly lower.	The Toronto Stock Exchange said it will be business as usual on Friday morning.
1	2083437	2083550	The special tests were developed to measure student progress in meeting the state's standards for the content taught in each grade.	The tests measure how well students are meeting the state's standards for learning the content taught in each grade.
1	342605	342611	At least 1,750 people were ordered to evacuate their homes shortly before 9 a.m. as a precaution, said Steve Powers, Marquette County administrator.	At least 1,752 people were ordered to evacuate their homes in the north part of Marquette about 8:45 a.m. EDT, said Steve Powers, Marquette County administrator.
1	2030918	2030878	It is essential that proceedings against accused terrorists both be fair and appear fair to outside observers, he said.	It is essential that the proceedings against accused terrorists be fair -- and appear to be so to outside observers, Sonnett said.
1	3267232	3267338	Some 95 million Americans -- half of all households -- invest in mutual funds.	About half of all U.S. households have money in mutual funds.
1	1694591	1694663	The technology is available for download on the Microsoft Developer Network (MSDN) site.	WSE version 2 is available from Microsoft's developer Web site.
1	3304690	3304606	Meningitis is an infection of the spinal cord fluid and the tissue around the brain.	Meningitis is an infection of the fluid in a person's spinal cord and around the brain.
1	2553132	2553328	It is for that reason that legal scholars said the Denver ruling is at least plausible.	It is for that reason that legal scholars said Judge Nottingham's decision was at least plausible.
0	2155800	2156091	The blue-chip Dow Jones industrial average .DJI finished down 31.23 points, or 0.33 percent, at 9,317.64.	In the first hour of trading, the Dow Jones industrial average was down 27.02, or 0.3 percent, 9,321.84, having lost 74.81 on Friday.
0	375576	375682	School officials said Van-Vliet reported the accident using the bus’ radio.	Van-Vliet, who was also injured, called in the accident on the school bus radio.
0	2155884	2155607	The broader Standard & Poor's 500 Index .SPX shed 1.8 points, or 0.18 percent, to 991.	The technology-laced Nasdaq Composite Index .IXIC was off 24.44 points, or 1.39 percent, at 1,739.87.
1	1322386	1322404	But he said labor would see whether other senators can increase the value of awards proposed by Hatch and create a mechanism to ensure the fund remains solvent.	Democrats now hope to increase the value of awards proposed by Hatch and to create a mechanism to ensure the fund remains solvent.
0	2524292	2524149	He was referring to John S. Reed, the former Citicorp chief executive who became interim chairman and chief executive of the exchange last Sunday .	Next week, John S. Reed, the former Citicorp chief executive who Sunday became interim chairman and chief executive of the exchange, will take up his position.
1	3326118	3325997	Ohio Attorney General Jim Petro hailed the appellate court ruling.	Ohio Attorney General Jim Petro was pleased by the ruling, spokesman Mark Gribben said.
1	1625195	1625499	In an appearance before a parliamentary committee on Tuesday, Mr. Blair suggested that only "evidence of weapons programs" rather than the weapons themselves would be uncovered.	On Tuesday, Blair suggested that only "evidence of weapons programs" rather than the weapons themselves would be uncovered.
1	1830745	1831002	The banks neither admit nor deny the SEC charges under the settlements.	The banks neither admitted nor denied the charges as part of the agreement.
0	1524868	1524905	But 13 people have been killed since 1900 and hundreds injured.	Runners are often injured by bulls and 13 have been killed since 1900.
1	851678	851911	On the other hand, if this will help further establish Steve's innocence, we welcome it."	If draining the ponds in Maryland will further help establish Steve's innocence, we welcome it."
1	54823	55177	The April 19, 1995, bombing of the Alfred P. Murrah Federal Building came on the second anniversary of the fiery end of the Branch Davidian siege in Waco, Texas.	The April 19, 1995, bombing came on the second anniversary of the end of the Branch Davidian siege in Waco, Texas.
0	392771	392701	The year-ago comparisons were restated to include Compaq results.	The year-ago numbers do not include figures from Compaq Computer.
1	1987428	1987385	Investment bank Merrill Lynch raised its investment rating on the business software maker Oracle to "buy" from "neutral" with a 12-month price target of $15.	Merrill Lynch upgraded the business software maker to "buy" from "neutral" with a 12-month price target of $15.
1	711871	711923	The report confirmed the ACLU's view that the civil liberties and rights of immigrants "were trampled in the aftermath of 9/11," said Romero.	The inspector general's findings confirm our long-held view that civil liberties and the rights of immigrants were trampled in the aftermath of 9/11."
1	1443641	1443672	The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.	There will be 9.3 million visitors to hot spots in 2003, up from 2.5 million in 2002, Gartner said.
1	2221841	2221884	United is working closely with the Air Transportation Stabilization Board to replace the aspects of its loan guarantee bid that were rejected as inadequate in December.	United is working closely with the ATSB to replace those aspects of the company's original loan guarantee bid that were rejected as inadequate in December.
1	2830817	2830766	The moves came within four days of the crash and before the National Transportation Safety Board finished investigating.	The promises of lawsuits came within four days of the crash and before the National Transportation Safety Board had finished the investigation.
0	134455	134545	On Tuesday, the central bank left interest rates steady, as expected, but also declared that overall risks were weighted toward weakness and warned of deflation risks.	The central bank's policy board left rates steady for now, as widely expected, but surprised the market by declaring that overall risks were weighted toward weakness.
1	2060262	2060225	The Standard & Poor's 500 index advanced 6.48, or 0.7 per cent, to 990.51.	The broader Standard & Poor's 500 Index .SPX rose 6.48 points, or 0.66 percent, to 990.51.
1	3185726	3185754	They also found shortness was associated with a family history of hearing loss.	Shortness was found twice as often in those with hearing loss.
0	2378827	2378888	He said the FDA was hoping Congress and the courts would bring clarity to the situation and some financial relief to consumers.	He said FDA hopes Congress and the courts will bring clarity to the situation and some financial relief to consumers — perhaps before the 2004 elections.
1	2893299	2893356	On Friday, the Concorde started up around sunrise and seemed to launch itself straight out of the rising sun.	Yesterday, the Concorde seemed to launch itself straight out of the rising sun.
0	2080922	2080979	Navistar shares were down 44 cents, or 1.1 percent, at $41.19 on the New York Stock Exchange after falling as low as $39.93.	Navistar shares rose a penny to $41.64 at late afternoon on the New York Stock Exchange after earlier falling as low as $39.93.
1	3251501	3251262	Squyres is principal investigator for the Athena payload - a collection of science instruments carted by each rover.	Steve Squyres, a Cornell University scientist, is principal investigator for the missions' science instruments.
1	2636300	2636438	The appeals court judges were in sharp disagreement over what should be done when they ruled in February.	The appellate judges were in sharp disagreement when they ruled in February.
0	226395	226669	Bremer, 61, is a onetime assistant to former Secretaries of State William P. Rogers and Henry Kissinger and was ambassador-at-large for counterterrorism from 1986 to 1989.	Bremer, 61, is a former assistant to former Secretaries of State William P. Rogers and Henry Kissinger.
1	488404	488310	Another is investor disenchantment with US investments, leading them to pull out of US assets - selling dollars as they do so and driving the dollar exchange rate down.	Another is investor disenchantment with U.S. investments, leading them to pull out of U.S. assets--selling dollars as they do so, and driving its exchange rate down.
0	1617617	1617714	Mr Morse is charged with assault and Mr Darvish is charged with filing a false report.	His partner Bijan Darvish is charged with filing a false police report.
0	490221	490032	The best-performing stock was Altria Group Inc., which rose more than 27 percent to close at $42.31 a share.	Altria Group Inc. MO.N fell 50 cents, or 1.2 percent, to $41.81.
0	408572	408628	"Whatever has happened to you by way of punishment is certainly more than enough," Covello told the 49-year-old, whose family, friends and supporters filled half the courtroom.	"What has happened to you, sir, by way of punishment, is certainly more than enough," Covello said.
0	1549628	1549570	Eight firefighters also suffered minor injuries, including burns, heat exhaustion, bruises and muscle strain, and were treated and released from the hospital, fire officials said.	Eight firefighters also suffered minor injuries, including burns, heat, bruises and muscle strain, fire officials said.
1	2458335	2458449	Hundreds of soldiers took part in the early morning raid, an apparent signal to Hamas that Israel would not limit itself to airstrikes in Gaza.	Hundreds of soldiers were involved, an apparent signal to Hamas that Israel would not limit itself to air strikes in Gaza.
0	1123369	1123468	State health officials said today a young northeast Kansas woman likely has the state's first case of monkeypox among humans or animals.	Health officials confirmed today that a northeast Kansas woman has the state's first case of monkeypox and the first case west of the Mississippi River.
1	1702735	1702711	Last year, he made an unsuccessful bid for the Democratic nomination for governor.	He ran last year for the Democratic nomination for Texas governor, but lost the primary to multimillionaire Tony Sanchez.
1	1394508	1394489	Search technology powerhouse Google has released a new beta of its popular Internet Explorer toolbar, adding bells and whistles for surfers.	Search technology powerhouse Google has released a new beta of its popular toolbar for Internet Explorer, adding a pop-up blocker, a controversial Blogger feature, and form-filling functionality.
1	2493378	2493420	The last time the S&P had a larger one-day point loss was also May 19, when it gave back 23.53 to close at 920.77.	The last time it had a larger one-day loss was July 1, 2002, when it shed 59.41 to close at 1,403.80.
1	645180	645536	I was going to the court believing I could do this, only if I played my best tennis.	"I was believing that I was confident I could do this, but only in the case I would play my best tennis.
0	1140025	1140085	A promotional poster, complete with countdown dial, reminds readers of the upcoming release of "Harry Potter and the Order of the Phoenix."	The crates are full of hardback copies of "Harry Potter and the Order of the Phoenix."
1	1953409	1953285	Texans saddled with skyrocketing homeowners premiums might finally be getting relief.	Relief is in sight for Texans saddled with skyrocketing homeowners insurance premiums.
0	869241	869208	The tech-laced Nasdaq Composite Index gained 2.90 points, or 0.18 percent, to 1,606.87.	At 12:10 p.m. EDT, Canada's benchmark S&P/TSX composite index was up 6.87 points or 0.1 per cent to 6,979.29.
0	633875	633744	The tech-heavy Nasdaq composite index shot up 5.7 percent for the week.	The Nasdaq composite index advanced 20.59, or 1.3 percent, to 1,616.50, after gaining 5.7 percent last week.
0	3190211	3190134	Lowe's, with about half as many stores, reported a 33 percent increase in third-quarter profit behind a 12 percent jump in same-store sales.	Home Depot reported a 22 percent jump in third-quarter profit behind a nearly 8 percent rise in same-store sales.
1	1643243	1643049	Blair's government included the charge that Saddam sought uranium from Niger in a September 2002 dossier setting out the case for military action.	Britain included the accusation in a September 2002 dossier setting out the case for war in Iraq.
0	3058482	3058386	Part of the accord was the implementation of a special health council that would monitor health spending and progress in reforming the health system.	A key portion of the accord was the implementation of a special council to monitor health spending, set goals for the system and measure progress in reforming health care.
1	3384269	3383800	Delta personnel at Atlanta's Hartsfield-Jackson International Airport scrambled all day to find alternate flights including seats on other airlines for passengers.	Delta personnel at Hartsfield-Jackson International Airport were scrambling all day to find alternate flights -- even on other airlines, when necessary -- to move the inconvenienced passengers.
1	713992	713965	Three undocumented immigrants were found dead inside a railroad hopper car Tuesday, two days after fellow immigrants escaped the sweltering car and left behind their weakened companions.	The remains of three illegal immigrants were found Tuesday in a sweltering railroad car after fellow immigrants escaped and left their weakened companions behind.
1	2425362	2425341	A company spokeswoman declined to say how much Qwest receives in annual revenue from government contracts.	A Qwest spokeswoman, Kate Varden, declined to say how much in sales the company received from the United States government.
1	1201425	1201329	For the week ended June 15, a total of 28.2 million DVDs were rented in the United States, compared with 27.3 million VHS cassettes.	The Video Software Dealers Association said 28.2 million DVDs were rented out last week, compared to 27.3 million VHS cassettes.
0	222535	222564	Genentech Inc., the world's second-biggest biotechnology company, and Xoma Ltd. said their Rapitva drug failed to help patients with rheumatoid arthritis in a study.	Genentech Inc., the world's second-largest biotechnology company, and Xoma Ltd. said they will terminate Phase II testing of their Raptiva rheumatoid-arthritis drug after finding no benefit for patients.
0	1039162	1038840	PeopleSoft will commit $863 million in cash and issue 52.6 million new shares, the companies said.	The new deal would be valued at $1.75 billion, including $863 million in cash and 52.6 million PeopleSoft shares.
1	3436639	3436708	Halliburton on Tuesday reiterated its contention that KBR had "delivered fuel to Iraq at the best value, the best price and the best terms".	"We believe KBR delivered fuel to Iraq at the best value, the best price and the best terms," Halliburton spokeswoman Wendy Hall said.
0	1124284	1124161	He had been arrested twice before for trespassing and barred from the complex - home to his mother and two children.	He had been arrested twice before for trespassing and was barred from the complex.
0	1479538	1479819	The technology-laced Nasdaq Composite Index <.IXIC> rose 17.26 points, or 1.06 percent, to 1,640.06, based on the latest data.	The broader Standard & Poor's 500 Index <.SPX> gained 5.51 points, or 0.56 percent, to 981.73.
0	2858180	2858100	Shares ended Wednesday at $6.83, up 2 cents.	Shares of Goodyear rose 2 cents on Wednesday and closed at $6.83.
1	1044270	1044301	"As a professional," he added, "I think I'd like to be thought of as a good storyteller.	"As a professional, I'd like to be thought of as a storyteller."
1	1151084	1151062	Federal prosecutors, the Securities and Exchange Commission, and the mortgage company's regulator launched investigations into Freddie Mac's shake-up.	The Securities and Exchange Commission and the U.S. Attorney have opened investigations into Freddie Mac over its accounting practices.
1	2885844	2885779	Forecasters predict the storm will reach Earth at 3 p.m. eastern time Friday and could last up to 18 hours.	It is expected to reach Earth about 3 p.m. EDT Friday, and its effects could last 12 to 18 hours.
1	3014157	3014190	Yet another big fight has been over a White House proposal to privatize air-traffic control at major airports.	Yet another fight has been waged over a White House proposal to privatize air traffic control at major airports, such as those in Pittsburgh and Philadelphia.
0	787889	788223	The initial report was made to Modesto Police December 28.	It stems from a Modesto police report.
1	512322	511968	"If you pass this bill, Big Brother will be watching you," said Rep. John Mabry, D-Waco.	"If you pass this bill," Rep. John Mabry Jr., D-Waco, told colleagues, "Big Brother will be watching you."
0	867716	867754	Officers threw him to the ground and handcuffed him, and Reyna dropped a knee into his back, according to testimony.	That's when officers threw him to the ground and handcuffed him, according to testimony.
1	618359	617945	Buoyed by some of the advice imparted by Nicklaus, Howell shot an 8-under 64 for a one-stroke lead over Kenny Perry.	Buoyed by advice imparted by Nicklaus, Howell shot an 8-under 64 on Thursday to enter today's round with a one-stroke lead over Kenny Perry.
1	126662	126748	Jack Ferry, company spokesman, said a search is ongoing but would not comment on the status.	Company spokesman Jack Ferry said a search is ongoing but declined comment on its status.
1	1908352	1908458	After a seven-day trial last year, Thompson found the monument to be an unconstitutional endorsement of religion by the state.	Last year, Thompson ruled that the monument was an unconstitutional endorsement of religion by the state.
0	1785196	1785461	They reported symptoms of fever, headache, rash and muscle aches.	Symptoms include a stiff neck, fever, headache and sensitivity to light.
0	2173826	2173501	Today, he will find out whether he is still in the running to buy back the U.S. entertainment business of troubled Vivendi Universal SA.	An investment group led by former Seagram Inc. boss Edgar Bronfman Jr. is still in the running to buy the U.S. entertainment assets of Vivendi Universal SA.
1	2375776	2375807	The victims were not identified, although authorities said at least one of the bodies had been there about a year.	The two victims buried in the yard were not identified, though authorities said at least one has been there about a year.
1	269089	268884	Ahold Chairman Henny de Ruiter offered shareholders at the meeting his "sincere apologies" for the scandal.	Board Chairman Henny de Ruiter offered shareholders at the meeting his "sincere apologies" for events at Foodservice and elsewhere in the embattled group.
1	2537987	2538021	Retailers J.C. Penney Co. Inc.JCP.N and Walgreen Co.WAG.N kick things off early in the week.	Retailers J.C. Penney Co. Inc. JCP.N and Walgreen Co. WAG.N kick things off on Monday.
1	2980690	2980538	Defense lawyers had objected in pretrial hearings to the videotape and the photo, saying they were too unclear to identify Muhammad.	Defense lawyers had objected in earlier hearings to showing the videotape and the photo, saying they were too unclear to identify the person in them.
1	1027143	1027507	"I have lots of bad dreams, I have flashbacks, I have lots of anger.	"I have lots of bad dreams, flashbacks and lots of anger."
0	130265	129786	The Nasdaq Composite Index rose 19.67, or 1.3 percent, to 1523.71, its highest since June 18.	The S&P 500 had climbed 16 percent since its March low and yesterday closed at its highest since Dec. 2.
1	261718	261828	The American decision provoked an angry reaction from the European Commission, which described the move as "legally unwarranted, economically unfounded and politically unhelpful".	The European Commission, the EU's powerful executive body, described the move as "legally unwarranted, economically unfounded and politically unhelpful."
1	2776609	2776659	The petition alleges that Huletts unfair sales have damaged the U.S. industry, sending market prices below sustainable levels.	Those unfair sales have damaged the US industry by eroding market prices below sustainable levels, says Alcoa.
1	261957	261729	Australia,Chile, Colombia, El Salvador, Honduras, Mexico, New Zealand, Peru and Uruguay will also support the challenge.	Nine other countries, including Australia, Chile, Colombia, El Salvador and Mexico, are supporting the case.
1	925534	925489	Gateway will release new Profile 4 systems with the new Intel technology on Wednesday.	Gateway's all-in-one PC, the Profile 4, also now features the new Intel technology.
1	1478533	1478601	The government and private technology experts warned Wednesday that hackers plan to attack thousands of Web sites on Sunday in a loosely coordinated "contest" that could disrupt Internet traffic.	THE US government and private technology experts have warned that hackers plan to attack thousands of websites on Sunday in a loosely co-ordinated "contest" that could disrupt Internet traffic.
1	725698	725404	Mrs. Clinton said she was incredulous that he would endanger their marriage and family.	She hadn't believed he would jeopardize their marriage and family.
0	2484347	2484159	Ray Brent Marsh, 29, faces multiple counts of burial service fraud, making false statements, abuse of a dead body and theft.	Ray Brent Marsh, 29, also faces charges of abuse of a body, and theft.
0	1607342	1607469	Schroeder cancelled his Italian holiday after Stefani refused to apologise for the slurs, which came after Berlusconi compared a German politician to a Nazi concentration camp guard.	Stefani's remarks further stoked tension after Italian Prime Minister Silvio Berlusconi last week compared a German member of the European Parliament to a Nazi concentration camp guard.
1	243700	243946	Tony winners will be announced June 8 at the Radio City Music Hall in New York.	Winners will be announced in a June 8 ceremony broadcast on CBS from Radio City Music Hall.
1	1240372	1240326	Revenues for "The Hulk" came in well below those of last month's Marvel Comics adaptation, "X2: X-Men United," which grossed $85.6 million in its opening weekend.	The Hulk trailed last month's Marvel Comics adaptation, X2: X-Men United, which grossed $85.6-million in its opening weekend.
1	1983012	1983180	Tony-award winning dancer and actor Gregory Hines died of cancer Saturday in Los Angeles.	Hines died yesterday in Los Angeles of cancer, publicist Allen Eichorn said.
1	1088209	1088238	In April, it had forecast operating earnings in the range of 60 to 80 cents a share.	Kodak expects earnings of 5 cents to 25 cents a share in the quarter.
1	1703443	1703477	Hampton Township is a few miles northeast of Bay City, about 100 miles away.	Hampton Township is located a few kilometers northeast of Bay City, near Michigan's Thumb.
1	941626	941679	And his justification for the bombing was that while it caused short-term material damage, it was for the long-term moral good of Bali.	And he justified bombing Bali by saying that while it had caused material devastation, it was for the island's long-term moral good.
1	3085927	3085530	It indicates, Robert said, “that terrorists really don’t care who they attack.	"It also indicates the terrorists really don't care who they attack."
1	2746528	2746712	The Supreme Court long ago held that students could not be compelled to join in the pledge.	The U.S. Supreme Court has previously ruled that students are not compelled to say the Pledge of Allegiance.
0	1140029	1140085	Kids, adults, booksellers and postal workers all are preparing for "Harry Potter and the Order of the Phoenix."	The crates are full of hardback copies of "Harry Potter and the Order of the Phoenix."
0	1787122	1787292	Colgate shares closed Monday at $56.30 on the New York Stock Exchange.	Colgate shares were down 30 cents at $56 in morning trade on the New York Stock Exchange.
1	3450953	3450981	Iraq's nuclear program had been dismantled and there was no convincing evidence it was being revived, the report said.	Iraq's nuclear program had been dismantled, and there "was no convincing evidence of its reconstitution."
1	2902707	2902760	Cadbury Schweppes plc plans to cut 5500 jobs and shut factories after a 4.9 billion ($A11.9 billion) acquisition spree over the past three years inflated costs.	Cadbury Schweppes has unveiled plans to slash 5,500 jobs and 20 percent of its factories over four years to cut costs brought about by an acquisition spree.
1	1813375	1813388	"These foods have an almost identical effect on lowering cholesterol as the original cholesterol-lowering drugs."	We have now proven that these foods have an almost identical effect on lowering cholesterol as the original cholesterol-reducing drugs.
1	2971556	2971759	"I felt that if I disagreed with Rosie too much I would lose my job," she said.	Cavender did say: "I felt that if I disagreed with Rosie too much I would lose my job."
1	3119302	3119544	State Supreme Court Justice Ira Gammerman said in court this morning, "It was an ill-conceived lawsuit."	New York Supreme Court Justice Ira Gammerman said in his statement that the lawsuit was "ill-conceived."
1	981815	981922	The former president also gave numerous speeches in 2002 without compensation, said his spokesman Jim Kennedy.	His spokesman Jim Kennedy said the former president also gave more than 70 speeches in 2002 without compensation.
1	1496052	1496255	Mayor Joe T. Parker said late Thursday that the three workers were two men and a woman who were inside the building when the first blast occurred.	The missing workers, two men and a woman, were inside the building when the first blast occurred, Mayor Joe T. Parker said.
0	572164	571428	Kaichen appeared Wednesday in federal court on two bank robbery charges.	She appeared in federal court Wednesday, but did not enter a plea.
0	2713980	2713709	The monkeys could track their progress by watching a schematic representation of the arm and its motions on a video screen.	The arm was kept in a separate room, but the monkeys could track their progress by watching a representation of the arm and its motions on a video screen.
